id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
94,MMAHAPAT,"2014-08-01 05:57:12",NULL,Cleanup,"Cleanup of job 19525004","The job 19525004 is stuck in cleaning status or couple of days now .Please help cleanup the job to clear some resources.",19525004,OPC_QA_FARM,Closed
95,PWARRIER,"2014-08-05 01:50:26",NULL,Others,"help to clean the pending jobs on smart_clone in the name of pwarrier","Hi ,

Looks the DTE command executed appended some invalid character for toposetmemberid and has triggered a job for all the members in the toposet and all are waiting for approval. I am unabel to abort the DTE job nor i have any key for cleaning up this. Please help to cleanup this. There are 17 of them and I am unable to paste those here.",,,Closed
96,PWARRIER,"2014-08-06 04:08:43",NULL,Others,"JOBs triggered on SDI base JOB ID 20621298 fails with proxy issue","FA only topo triggered on SDI base JOB ID 20621298 fails even if the proxy is up.",,OPC_QA_FARM,Closed
97,PWARRIER,"2014-08-06 09:20:54",NULL,Hypervisor,"slcai659 is shown as Inactive during rehydartion","Rehydration fails with error that slcai659 server pool is Inactive",,OPC_QA_SHARED,Closed
98,MULIEGAD,"2014-08-08 03:03:24",NULL,Cleanup,"Clean up of job 20698433 is going on infenitely.","Clean up of job 20698433 is going on infinitely.
Please help us to clean this job to start a new one.",20698433,smart_clone,Closed
99,SWSUDHAK,"2014-08-08 09:30:58",NULL,Hypervisor,"SocketTimeoutException seen in slcai656/slcai659","We are facing issues during ALLOCATE_RESOURCES_FOR_FA_OSN task with this hypervisor (slcai659/slcai656) ? OPC_QA_SHARED

We saw this consistently 3 times. Even delete/add rack did not help us.

Have locked the hypervisors so that these should not get picked up in new master job.",,OPC_QA_SHARED,Closed
100,KRAMANJA,"2014-08-08 10:33:47",NULL,Others,"ER: to enable Archive logging by default","This is enhancement request to enable archive logging in the RAC database by default.

For taking hot backups, we need to have archive logging enabled.",208623,warroom,Closed
101,PWARRIER,"2014-08-09 11:50:44",NULL,Cleanup,"Cleanup of Master environment failed","Applied the workarounds and managed to initiate the cleanup of deployments, but looks like unregistering is failing for job
20508806	OPC_QA_SHARED	muliegad	CLEANUP_FAILED	SDI_FA_REL9_GSI	N/A",,OPC_QA_SHARED,Work-in-Progress
102,VIKUKUMA,"2014-08-11 06:47:36",NULL,Others,"Need to define new rule for cloudUI based setup","In our SDI topo we were using identity domains like sdiqa-v0035 , but when using cloudUI it generates system names like ones i have shared below.
The Atkpage url generated for an FA using cloudUI will also be different ( with identity domains of format i.e usoraclecorptrialXXXX,usoraclecorpXXX ). 

Can this be achieved with the existing bigip config DTE block ? or would require additional configuration from your side.",,,Work-in-Progress
103,SWSUDHAK,"2014-08-12 07:48:53",NULL,Others,"Clicking on transfer button not working","i want to transfer a job to priya using qa farm
when i click on transfer icon , i see the page is not loading.","20959565 ",OPC_QA_SHARED,Closed
104,SRMEKA,"2014-08-12 14:57:05",NULL,Others,"Require 200gb diskspace on slc06xvm:/u01","Require 200gb diskspace on slc06xvm:/u01",,QAFARM,Closed
105,NKATARLA,"2014-08-13 04:03:31",NULL,Cleanup,"SDI Base Job Cleanup Failed","The SDI Base Job 20975474 cleanup got hung.

Pls. do the needful.",20975474,OPC_QA_FARM,Closed
106,PWARRIER,"2014-08-13 06:07:58",NULL,NFS,"Error status received while starting slc06xsf_us_oracle_com","Rehydration fails with Error status while starting slc06xsf_us_oracle_com on slcal040.",,OPC_QA_SHARED,Closed
107,AMATHURA,"2014-08-17 03:27:35",NULL,Others,"AddEmgcDiscoveryFaDBTask is failing","AddEmgcDiscoveryFaDBTask is failing in Rel8 SDI HCM HA GA env.

Pls help.",21049317,fastha,Closed
108,AMATHURA,"2014-08-18 11:06:50",NULL,Others,"Pls allocate one more Big IP...","Pls allocate one more Big IP...",,fastha,Closed
109,SRMEKA,"2014-08-20 16:39:34",NULL,Hypervisor,"slc06xvo.us.oracle.com,slc06xvq.us.oracle.com,slc06xxs.us.oracle.com,slc06xxr.us.oracle.com,slc06xxt","We did provisioned reference env on QA farm, but I am not able to access servers : slc06xvo.us.oracle.com,slc06xvq.us.oracle.com,slc06xxs.us.oracle.com,slc06xxr.us.oracle.com,slc06xxt.us.oracle.com,slc06xxu.us.oracle.com.",20576307,QAFARM,Closed
110,AMATHURA,"2014-08-21 14:55:57",NULL,Others,"Pls allocate one more Big IP for farm fastha","Pls allocate one more Big IP for farm fastha",,fastha,Closed
111,AMALON,"2014-08-24 06:10:04",NULL,Others,"No Available BIGIPs","Hello, 

Request BIGIP block failed in job 21156188 due to no free IPs. Can you please release sufficient ips for HCM HA scaleout run?",21156188,fastha,Closed
112,AMATHURA,"2014-08-25 08:51:59",NULL,Hypervisor,"Pls help in adding slcaj501 hyp to pool slcaj500","I have registered hyp slcaj500 in QA Farm OVMM. Pls help in combining the slcaj501 into server pool slcaj500.

User/Pass - ovmroot/welcome1",,fastha,Closed
113,MULIEGAD,"2014-08-25 10:24:18",NULL,Cleanup,"job 21152317 cleanup failed","Had initiated cleanup for SDI base job 21152317. But it has failed.  There is no manual intervention done for this job/jobid. We didn't use the job as it has failures on many blocks.",21152317,OPC_QA_FARM,Closed
114,SRMEKA,"2014-08-26 14:58:48",NULL,Others,"REL8 GSI DTE job not searchable, can you please check the status","/usr/local/packages/aime/dte/DTE3/bin/jobReqAgent -u srmeka -d fusionapps -r rel8 -p LINUX.X64 -v fa_mega_ovs -toposetid 12504 -toposetMemberID 55446 -s /tmp -l FAOVMINTEG_11.1.8.0.0_LINUX.X64_140814.2243 -e satyasai.meka@oracle.com -nocheckshiphome -parallel=true FAOVMINTEG_LABEL=FAOVMINTEG_11.1.8.0.0_LINUX.X64_140814.2243 OVM_TOPOLOGY=GSILARGE_REF_REL8 SHARE_NAME=srmeka_rel8_gsi_082614 ZFS_SHARE_NAME=srmeka_rel8_gsi_082614 ZFS_USER=farm_ovm ZFS_PASSWORD=farm_ovm321 SNAPSHOT_NAME=srmeka_rel8_gs",12624097,QAFARM,Closed
115,JKUTTAPP,"2014-09-01 10:04:50",NULL,VM,"non SDI deployment fails in OPC_QA_SHARED","I triggered a non SDI deployment in OPC_QA_SHARED. But after vm allocation it has failed even without creating deployer host.

Job ID 21219311",,OPC_QA_SHARED,Closed
116,SWSUDHAK,"2014-09-01 11:33:01",NULL,VM,"difs due to SHARED_IDM_SETUP failure","Shared_IDM_SETUP CreateVM is failing
Debug: create_vm slc03wcj,stit_oel5u6,slcah766,slcah766,admin,OVMadmin,welcome1,6,32768
Virtual machine ""slc03wcj"" is being created. Please check the status.
Maximum Memory Size has been changed to ""32768"".
Memory size changed to ""32768"".
Number of VCPUs changed to ""6"".
ERROR: subjobid 594750115548  failed!
Need to check why this is failing when disk space is actually present",21259695,OPC_QA_FARM,Work-in-Progress
117,JKUTTAPP,"2014-09-02 07:00:22",NULL,VM,"VM creation fails in slcal060","Start - /OVS/running_pool/243229_slc06xvk_us_oracle_com
VM deletion failed with the following error:
Delete failed. Result -failed:<CDSLockTimeout: Couldn't accquire CDS lock on 'srv.db'>

StackTrace:
File ""/opt/ovs-agent-2.3/OVSSiteUtility.py"", line 328, in rm_vm raise e",,QAFARM,Closed
118,JKUTTAPP,"2014-09-02 07:10:45",NULL,Hypervisor,"VM deletion failed in slcal060","During cleanup, VM deletion failed with the error message.

Start - /OVS/running_pool/243229_slc06xvk_us_oracle_com
Delete failed. Result -failed:<CDSLockTimeout: Couldn't accquire CDS lock on 'srv.db'>

StackTrace:
File ""/opt/ovs-agent-2.3/OVSSiteUtility.py"", line 328, in rm_vm raise e

Update VM Status - Error",,QAFARM,Closed
119,AMATHURA,"2014-09-02 09:53:40",NULL,Cleanup,"Cleanup failing for job 21171201","Pls check. SDI delete request completed successfully.",21171201,,Closed
120,KRAMANJA,"2014-09-09 07:32:04",NULL,null,"Not able to launch URL's  of a SDI based env setup","Not able to lanuch any of the urls  in  the SDI based  env that we setup in QAFarm.

Env wiki: http://aseng-wiki.us.oracle.com/asengwiki/pages/viewpage.action?pageId=856588493

Please let us know if you need more details.

Thanks.",20878249,warroom,Closed
121,BKASHYAP,"2014-09-10 11:01:20",NULL,Cleanup,"Cleanup of Job ID 20696471","Cleanup is taking a lot of time.",20696471,lifecycle_dev,Closed
122,KRAMANJA,"2014-09-17 06:56:45",NULL,Others,"job- -21502717  is completed bug env setup failed","Hi,

Our env setup job- -21502717 failed to create env.
Not finding any logs at the deployer host.

Can you please help to check if any thing missing on the SDI side?",21502717,QAFARM,Closed
123,PWARRIER,"2014-09-18 11:52:23",NULL,Hypervisor,"slc04svo is in Unknown State. Host not REachable","My SDI Delete request is failing as the Routing OHS host is not reachable slc04svo. Checked from the OVM Manager, its in Unknown state. Try to power off off the same, its hanging.",,OPC_QA_FARM,Closed
124,AMATHURA,"2014-09-19 06:52:34",NULL,Cleanup,"Cleanup is stuck","Cleanup is stuck",20589964,fastha,Closed
125,JKUTTAPP,"2014-09-22 15:55:14",NULL,Others,"Jobs in ovm_preflight not picking up","When I submitted a job in ovm_preflight, farm is not picking up the job.",,ovm_preflight,Closed
126,USKUMAR,"2014-09-23 05:09:51",NULL,Cleanup,"21594276 job fails to clean","Hi

After ventakesu cleaned this job successfully from backend, still seeing same state in UI.

Factory resources are not released.

Clean up the job immediately and release factory resources as we are running out of time to trigger SDI job.

Thanks
Usha","21594276 ",OPC_QA_SHARED,Closed
127,SIDHJAIN,"2014-09-23 08:16:48",NULL,VM,"slc04qfz  host not shutting down","I had initiated shutdown of EM host slc04qfz, 
But is still shutting down state for long . Can you please look into it.  

I wanted to restart the vm because EM processes were not responding correctly.",,OPC_QA_FARM,Closed
128,USKUMAR,"2014-09-23 10:54:47",NULL,Others,"Copy scripts on to slcnas551 storage","Hi

Copy below mentioned script to slcnas551 storage
Source: slc02pmh.us.oracle.com/ovab_home/PERF
Destination: slcnas551:/export/mcollective : /fsnadmin/scripts/PERF",,,Closed
129,JKUTTAPP,"2014-09-24 03:13:18",NULL,Others,"FA deployment fails at CONFIGURE_SDI","FA deployment at SDI 14.1.10 is failing at CONFIGURE_SDI block.
Error message at SDI deployer host:
[aime@slc02pat CONFIGURE_SDI_FOR_SDIFA_DEPLOY.2014_9_23.4_4_24.4356]$ cat localTaskProcess.log | grep -i error
 <ERROR> PILLAR --> GSI
 <ERROR> STANDARD_SDI_PROPS_TEMPLATE --> /net/slc02pam.us.oracle.com/scratch/aime/PFA_REMOTE/job_21531584/auto/scripts/SDI/13.0/standard_gsi_sdi.properties",,OPC_QA_SHARED,Closed
130,JKUTTAPP,"2014-09-24 08:37:48",NULL,Others,"CLEANUP of SDI job does not remove fadb entries","After the FA deployment job triggered against SDI_BASE is cleaned from farm UI, the fadbs used by the job still remain in the SDI base.",,OPC_QA_SHARED,Closed
131,JKUTTAPP,"2014-09-24 08:40:23",NULL,Others,"CLEANUP of SDI job does not remove rack entry","After the FA deployment job triggered against SDI_BASE is cleaned from farm UI, the rack used by the job still remain in the SDI base.",,OPC_QA_SHARED,Closed
132,JKUTTAPP,"2014-09-24 08:42:31",NULL,Others,"CLEANUP of SDI job does not OVAB_HOME symbolic link","After the FA deployment job triggered against SDI_BASE is cleaned from farm UI, the OVAB_HOME symbolic link still remains in SDI BASE.",,OPC_QA_SHARED,Closed
133,SWSUDHAK,"2014-09-24 10:25:25",NULL,Hypervisor,"ovmmjava.net.SocketTimeoutException: Read timed out on slcal040","During rehydration AllocateResources task is failing with below error:
[2014-09-24 03:01:14,698] [DEBUG] [REQ JOB20926242mulem6create] [Illegal values for ovmmjava.net.SocketTimeoutException: Read timed out] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:checkResourceLimit(145)] []
 [The OVMM webservice timeout is set to 30000 milliseconds] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:<init>(59)] []",20959565,OPC_QA_SHARED,Closed
134,JKUTTAPP,"2014-09-26 03:24:23",NULL,Others,"BIGIP urls not working on SDI reydrated env","I have rehydrated Rel9.1 ST10 in SDI 14.1.10 PS3 base. Deploymend & rehydration is completed successfully but no url are working. I am getting ""connection reset"" and ""ceritificate"" error.
VIP_NAME=sdiqa21647473-v0039
VIP_ENVIRONMENT_ID=v0039
DC_SHORT_NAME=us1
VIP_TO_OHS_MAPPING_FILE=/net/slc02pay.us.oracle.com/scratch/aime/PFA_REMOTE/job_21647473/work/oracle/work/GET_ALLOCATED_BIGIP/automation_vip_node_map.properties",,ovm_general,Work-in-Progress
135,AMALON,"2014-09-26 17:13:34",NULL,Others,"Add DB_Archive=true/false parameter for job triggering commands","P2T and Cloning requires ARCHIVELOG to be set to true, and currently QA farm sets to false by default. It'll be great to let the user set it during job triggering.",,,Closed
136,AMALON,"2014-09-26 18:21:53",NULL,Others,"Add SDI Deployer Host Name To Job Parameters","As things are now there is no straight forward method to correlate SDI FA deployments to SDI deployer host. This applies to topoligies such as:
SDI_FA_REL9_GSI, SDI_FA_REL9_CRM, SDI_FA_REL9_HCM, etc. 

Please add SDI deployer host to the job parameters for easy access.",,,Work-in-Progress
137,USKUMAR,"2014-09-29 06:46:27",NULL,Others,"Copy scripts on to slcnas551 storage","Hi

Copy below mentioned scripts in the storage with proper execution permission given to it.

Source: /fsnadmin/SDI_FA_OPSCALLOUTSCRIPTS/Rel8FAQA/DedicatedIdm/paid/HCM*

Destination: 1. /fsnadmin/SDI_FA_OPSCALLOUTSCRIPTS/Rel8FAQA/DedicatedIdm/paid/CRM/
2. /fsnadmin/SDI_FA_OPSCALLOUTSCRIPTS/Rel8FAQA/DedicatedIdm/paid/GSI/

Thanks
Usha",,,Closed
138,GSUNDARE,"2014-09-29 10:04:55",NULL,Cleanup,"Cleanup of job 21178135 failed due to VM invalid state","<INFO> 28/09/2014 07:46:42 -> WARNING:the vm is in invalid state. Can't bring it DOWN now

<INFO> 28/09/2014 07:46:42 -> ERROR: Unable to shutdown RAC node2: slc03yyn",21178135,,Closed
139,PWARRIER,"2014-09-29 11:52:37",NULL,Hardware,"Deployer host adc2140021 hangs","Connection to Deployer host adc2140021 hangs. 

21706485 OPC_QA_SHARED	pwarrier	RUNNING	SDI_FA_REL9_GSI",,OPC_QA_SHARED,Closed
140,KRAMANJA,"2014-09-30 07:48:36",NULL,Others,"DTE QA Farm job did not come to QAFarm","I triggered the following job

/usr/local/packages/aime/dte/DTE3/bin/jobReqAgent -u kramanja -d fusionapps -r rup5 -p LINUX.X64 -v fa_mega_ovs -toposetid 14278 -toposetMemberID 69364 -s /tmp -l JDK6_MAIN_LINUX_111003.1.6.0.29.B11 -report -e kavuri.ramanjaneyulu@oracle.com,arulvenkatesh.mathuranayagamn@oracle.com -nocheckshiphome -parallel=true -noalways=false SKIP_CLEANUP=""true"" OVM_TOPOLOGY=CRMLARGE_DEP_V1REL9_ST7_HA_SCALE  FAOVM_LABEL=FAOVMINTEG_11.1.9.1.0_LINUX.X64_140911.1325   FAOVM_TE",21721244,warroom,Closed
141,JKUTTAPP,"2015-08-04 14:09:36",NULL,NULL,"CLEANUP finished without invoking DEPLOY_DELETE","Triggered cleanup of the job 21647473 from UI. Without invoking the DEPLOY_DELETE, the job got cleaned and vms are released. I had verified before cleanup that entire cleanup script is in place at cleanup.sh.",21647473,ovm_general,Closed
142,GSUNDARE,"2014-09-30 10:44:06",NULL,Hypervisor,"Build RAC operation has failed","The Run (DTE job 21719311) has failed at  Build RAC.  The same error is observed in the job run by Swaroop also.",21719311,OPC_QA_FARM,Closed
143,AMATHURA,"2014-09-30 14:43:37",NULL,Hypervisor,"job:21723207   cleanup hanging","Clean up for dte job: 21723207 was hanging from past 4 hours.

Can any one please clean up this job ,and release the associated hardware.",21723207,fastha,Closed
144,PWARRIER,"2014-10-01 07:04:42",NULL,Others,"URL not working","I have Master setup but url is not working
https://stagerel92famaster-faop-v0025-fs.us1.vfarm.oraclecorp.com/homePage/faces/AtkHomePageWelcome. Can you help to fix",,OPC_QA_SHARED,Closed
